gene_id
ENSDARG00000000212
ENSDARG00000001879
ENSDARG00000001889
ENSDARG00000001953
ENSDARG00000001999
ENSDARG00000002172
ENSDARG00000002353
ENSDARG00000002509
ENSDARG00000002601
ENSDARG00000002707
ENSDARG00000002952
ENSDARG00000003165
ENSDARG00000003193
ENSDARG00000003208
ENSDARG00000003257
ENSDARG00000003281
ENSDARG00000003313
ENSDARG00000003399
ENSDARG00000003411
ENSDARG00000003808
ENSDARG00000004017
ENSDARG00000004218
ENSDARG00000004256
ENSDARG00000004402
ENSDARG00000004539
ENSDARG00000004748
ENSDARG00000004840
ENSDARG00000005057
ENSDARG00000005185
ENSDARG00000005320
ENSDARG00000005463
ENSDARG00000005481
ENSDARG00000005525
ENSDARG00000006060
ENSDARG00000006110
ENSDARG00000006219
ENSDARG00000006409
ENSDARG00000006467
ENSDARG00000006514
ENSDARG00000006615
ENSDARG00000006837
ENSDARG00000006939
ENSDARG00000007024
ENSDARG00000007329
ENSDARG00000007347
ENSDARG00000007982
ENSDARG00000008275
ENSDARG00000008333
ENSDARG00000008637
ENSDARG00000008697
ENSDARG00000008796
ENSDARG00000008986
ENSDARG00000009040
ENSDARG00000009544
ENSDARG00000009870
ENSDARG00000009881
ENSDARG00000009982
ENSDARG00000010032
ENSDARG00000010085
ENSDARG00000010145
ENSDARG00000010276
ENSDARG00000010347
ENSDARG00000010680
ENSDARG00000010770
ENSDARG00000010791
ENSDARG00000010794
ENSDARG00000010878
ENSDARG00000010962
ENSDARG00000011245
ENSDARG00000011376
ENSDARG00000011701
ENSDARG00000011769
ENSDARG00000011862
ENSDARG00000011876
ENSDARG00000012035
ENSDARG00000012044
ENSDARG00000012076
ENSDARG00000012248
ENSDARG00000012341
ENSDARG00000012574
ENSDARG00000012788
ENSDARG00000012949
ENSDARG00000013004
ENSDARG00000013144
ENSDARG00000013317
ENSDARG00000013415
ENSDARG00000013430
ENSDARG00000013576
ENSDARG00000013730
ENSDARG00000013734
ENSDARG00000013741
ENSDARG00000013966
ENSDARG00000014091
ENSDARG00000014522
ENSDARG00000014554
ENSDARG00000014646
ENSDARG00000015123
ENSDARG00000015482
ENSDARG00000015495
ENSDARG00000015554
ENSDARG00000015566
ENSDARG00000015611
ENSDARG00000015662
ENSDARG00000015790
ENSDARG00000015822
ENSDARG00000015901
ENSDARG00000015906
ENSDARG00000015966
ENSDARG00000016253
ENSDARG00000016363
ENSDARG00000016364
ENSDARG00000016477
ENSDARG00000016526
ENSDARG00000016598
ENSDARG00000016623
ENSDARG00000016771
ENSDARG00000016858
ENSDARG00000017058
ENSDARG00000017078
ENSDARG00000017211
ENSDARG00000017354
ENSDARG00000017388
ENSDARG00000017489
ENSDARG00000017602
ENSDARG00000017624
ENSDARG00000017710
ENSDARG00000017803
ENSDARG00000017821
ENSDARG00000017917
ENSDARG00000018010
ENSDARG00000018048
ENSDARG00000018149
ENSDARG00000018260
ENSDARG00000018383
ENSDARG00000018404
ENSDARG00000018643
ENSDARG00000018693
ENSDARG00000018787
ENSDARG00000018817
ENSDARG00000018958
ENSDARG00000018971
ENSDARG00000019098
ENSDARG00000019222
ENSDARG00000019260
ENSDARG00000019302
ENSDARG00000019335
ENSDARG00000019365
ENSDARG00000019417
ENSDARG00000019613
ENSDARG00000019808
ENSDARG00000019920
ENSDARG00000019949
ENSDARG00000019969
ENSDARG00000019995
ENSDARG00000020000
ENSDARG00000020053
ENSDARG00000020164
ENSDARG00000020219
ENSDARG00000020364
ENSDARG00000020541
ENSDARG00000020893
ENSDARG00000020946
ENSDARG00000020956
ENSDARG00000020984
ENSDARG00000021032
ENSDARG00000021193
ENSDARG00000021201
ENSDARG00000021494
ENSDARG00000021647
ENSDARG00000021664
ENSDARG00000021853
ENSDARG00000022165
ENSDARG00000022309
ENSDARG00000022807
ENSDARG00000023279
ENSDARG00000024204
ENSDARG00000024381
ENSDARG00000024602
ENSDARG00000025372
ENSDARG00000025577
ENSDARG00000025670
ENSDARG00000026090
ENSDARG00000026236
ENSDARG00000026296
ENSDARG00000026726
ENSDARG00000026845
ENSDARG00000027088
ENSDARG00000027131
ENSDARG00000027199
ENSDARG00000027744
ENSDARG00000027750
ENSDARG00000028017
ENSDARG00000028096
ENSDARG00000028098
ENSDARG00000028346
ENSDARG00000028957
ENSDARG00000029018
ENSDARG00000029290
ENSDARG00000029406
ENSDARG00000029524
ENSDARG00000029832
ENSDARG00000030006
ENSDARG00000030161
ENSDARG00000030367
ENSDARG00000030449
ENSDARG00000030703
ENSDARG00000030723
ENSDARG00000030805
ENSDARG00000031164
ENSDARG00000031336
ENSDARG00000031496
ENSDARG00000031683
ENSDARG00000031698
ENSDARG00000031709
ENSDARG00000032405
ENSDARG00000032765
ENSDARG00000033182
ENSDARG00000033234
ENSDARG00000033370
ENSDARG00000033466
ENSDARG00000033706
ENSDARG00000033928
ENSDARG00000034195
ENSDARG00000034309
ENSDARG00000034504
ENSDARG00000034670
ENSDARG00000035147
ENSDARG00000035150
ENSDARG00000035151
ENSDARG00000035198
ENSDARG00000035398
ENSDARG00000035519
ENSDARG00000035563
ENSDARG00000035573
ENSDARG00000035694
ENSDARG00000035810
ENSDARG00000035858
ENSDARG00000036028
ENSDARG00000036074
ENSDARG00000036080
ENSDARG00000036107
ENSDARG00000036194
ENSDARG00000036292
ENSDARG00000036295
ENSDARG00000036299
ENSDARG00000036670
ENSDARG00000036721
ENSDARG00000036754
ENSDARG00000036820
ENSDARG00000036830
ENSDARG00000036832
ENSDARG00000036834
ENSDARG00000036865
ENSDARG00000036876
ENSDARG00000036987
ENSDARG00000037097
ENSDARG00000037116
ENSDARG00000037178
ENSDARG00000037804
ENSDARG00000037837
ENSDARG00000037879
ENSDARG00000038028
ENSDARG00000038141
ENSDARG00000038235
ENSDARG00000038556
ENSDARG00000038559
ENSDARG00000038569
ENSDARG00000038792
ENSDARG00000039034
ENSDARG00000039070
ENSDARG00000039117
ENSDARG00000039136
ENSDARG00000039196
ENSDARG00000039269
ENSDARG00000039346
ENSDARG00000039381
ENSDARG00000039399
ENSDARG00000039452
ENSDARG00000039669
ENSDARG00000039677
ENSDARG00000039943
ENSDARG00000039989
ENSDARG00000040110
ENSDARG00000040295
ENSDARG00000040432
ENSDARG00000040487
ENSDARG00000040503
ENSDARG00000040526
ENSDARG00000040557
ENSDARG00000040606
ENSDARG00000040608
ENSDARG00000040628
ENSDARG00000040764
ENSDARG00000041051
ENSDARG00000041108
ENSDARG00000041430
ENSDARG00000041490
ENSDARG00000041947
ENSDARG00000041959
ENSDARG00000042030
ENSDARG00000042151
ENSDARG00000042485
ENSDARG00000042520
ENSDARG00000042526
ENSDARG00000042641
ENSDARG00000042670
ENSDARG00000042725
ENSDARG00000042742
ENSDARG00000042796
ENSDARG00000042799
ENSDARG00000042904
ENSDARG00000043128
ENSDARG00000043133
ENSDARG00000043180
ENSDARG00000043271
ENSDARG00000043304
ENSDARG00000044001
ENSDARG00000044059
ENSDARG00000044194
ENSDARG00000044251
ENSDARG00000044488
ENSDARG00000044619
ENSDARG00000044685
ENSDARG00000044776
ENSDARG00000044803
ENSDARG00000044942
ENSDARG00000045155
ENSDARG00000045219
ENSDARG00000045444
ENSDARG00000045527
ENSDARG00000045628
ENSDARG00000045636
ENSDARG00000045694
ENSDARG00000045803
ENSDARG00000045835
ENSDARG00000045887
ENSDARG00000045898
ENSDARG00000046019
ENSDARG00000046148
ENSDARG00000051861
ENSDARG00000051914
ENSDARG00000052011
ENSDARG00000052139
ENSDARG00000052155
ENSDARG00000052222
ENSDARG00000052435
ENSDARG00000052494
ENSDARG00000052567
ENSDARG00000052575
ENSDARG00000052705
ENSDARG00000053209
ENSDARG00000053301
ENSDARG00000053484
ENSDARG00000053493
ENSDARG00000053569
ENSDARG00000053570
ENSDARG00000053684
ENSDARG00000053973
ENSDARG00000054103
ENSDARG00000054160
ENSDARG00000054842
ENSDARG00000054906
ENSDARG00000055043
ENSDARG00000055046
ENSDARG00000055100
ENSDARG00000055381
ENSDARG00000055647
ENSDARG00000055678
ENSDARG00000055713
ENSDARG00000055893
ENSDARG00000056001
ENSDARG00000056012
ENSDARG00000056204
ENSDARG00000056252
ENSDARG00000056324
ENSDARG00000056346
ENSDARG00000056561
ENSDARG00000056594
ENSDARG00000056600
ENSDARG00000056678
ENSDARG00000056722
ENSDARG00000056725
ENSDARG00000056740
ENSDARG00000056783
ENSDARG00000056836
ENSDARG00000056855
ENSDARG00000056914
ENSDARG00000056950
ENSDARG00000056954
ENSDARG00000056986
ENSDARG00000057096
ENSDARG00000057575
ENSDARG00000057586
ENSDARG00000057633
ENSDARG00000057683
ENSDARG00000057936
ENSDARG00000057949
ENSDARG00000058179
ENSDARG00000058226
ENSDARG00000058231
ENSDARG00000058302
ENSDARG00000058358
ENSDARG00000058369
ENSDARG00000058371
ENSDARG00000058379
ENSDARG00000058479
ENSDARG00000058538
ENSDARG00000058696
ENSDARG00000058730
ENSDARG00000058800
ENSDARG00000058819
ENSDARG00000058824
ENSDARG00000058917
ENSDARG00000058966
ENSDARG00000058992
ENSDARG00000059053
ENSDARG00000059073
ENSDARG00000059109
ENSDARG00000059123
ENSDARG00000059227
ENSDARG00000059298
ENSDARG00000059327
ENSDARG00000059333
ENSDARG00000059606
ENSDARG00000059751
ENSDARG00000059792
ENSDARG00000060004
ENSDARG00000060315
ENSDARG00000060319
ENSDARG00000060682
ENSDARG00000060977
ENSDARG00000061120
ENSDARG00000061391
ENSDARG00000061527
ENSDARG00000061543
ENSDARG00000061566
ENSDARG00000061719
ENSDARG00000061773
ENSDARG00000061798
ENSDARG00000061985
ENSDARG00000061989
ENSDARG00000061993
ENSDARG00000062000
ENSDARG00000062178
ENSDARG00000062590
ENSDARG00000062752
ENSDARG00000062855
ENSDARG00000062929
ENSDARG00000062936
ENSDARG00000063133
ENSDARG00000063292
ENSDARG00000063572
ENSDARG00000063612
ENSDARG00000068190
ENSDARG00000068291
ENSDARG00000068409
ENSDARG00000068432
ENSDARG00000068732
ENSDARG00000068761
ENSDARG00000068784
ENSDARG00000068851
ENSDARG00000068892
ENSDARG00000068941
ENSDARG00000068993
ENSDARG00000069105
ENSDARG00000069184
ENSDARG00000069185
ENSDARG00000069252
ENSDARG00000069382
ENSDARG00000069505
ENSDARG00000069796
ENSDARG00000070006
ENSDARG00000070047
ENSDARG00000070081
ENSDARG00000070142
ENSDARG00000070360
ENSDARG00000070448
ENSDARG00000070485
ENSDARG00000070538
ENSDARG00000070546
ENSDARG00000070669
ENSDARG00000070705
ENSDARG00000070792
ENSDARG00000070858
ENSDARG00000070898
ENSDARG00000070913
ENSDARG00000070914
ENSDARG00000071014
ENSDARG00000071196
ENSDARG00000071224
ENSDARG00000071418
ENSDARG00000071425
ENSDARG00000071497
ENSDARG00000071626
ENSDARG00000071719
ENSDARG00000071733
ENSDARG00000073684
ENSDARG00000073723
ENSDARG00000073867
ENSDARG00000073900
ENSDARG00000074009
ENSDARG00000074023
ENSDARG00000074301
ENSDARG00000074337
ENSDARG00000074589
ENSDARG00000074867
ENSDARG00000075048
ENSDARG00000075116
ENSDARG00000075297
ENSDARG00000075612
ENSDARG00000075622
ENSDARG00000075666
ENSDARG00000075831
ENSDARG00000075964
ENSDARG00000076082
ENSDARG00000076264
ENSDARG00000076272
ENSDARG00000076520
ENSDARG00000076533
ENSDARG00000076571
ENSDARG00000076799
ENSDARG00000076857
ENSDARG00000076895
ENSDARG00000077044
ENSDARG00000077052
ENSDARG00000077253
ENSDARG00000077298
ENSDARG00000077307
ENSDARG00000077409
ENSDARG00000077456
ENSDARG00000077473
ENSDARG00000077637
ENSDARG00000077726
ENSDARG00000077811
ENSDARG00000077828
ENSDARG00000077855
ENSDARG00000078006
ENSDARG00000078138
ENSDARG00000078308
ENSDARG00000078352
ENSDARG00000078416
ENSDARG00000078419
ENSDARG00000078423
ENSDARG00000078518
ENSDARG00000078552
ENSDARG00000078561
ENSDARG00000078606
ENSDARG00000078748
ENSDARG00000078801
ENSDARG00000078803
ENSDARG00000078962
ENSDARG00000078986
ENSDARG00000079000
ENSDARG00000079009
ENSDARG00000079035
ENSDARG00000079124
ENSDARG00000079222
ENSDARG00000079229
ENSDARG00000079255
ENSDARG00000079366
ENSDARG00000079369
ENSDARG00000079391
ENSDARG00000079613
ENSDARG00000079653
ENSDARG00000079659
ENSDARG00000079725
ENSDARG00000079977
ENSDARG00000080493
ENSDARG00000086374
ENSDARG00000086815
ENSDARG00000086826
ENSDARG00000086881
ENSDARG00000087061
ENSDARG00000087102
ENSDARG00000087249
ENSDARG00000087636
ENSDARG00000087804
ENSDARG00000087863
ENSDARG00000088452
ENSDARG00000088835
ENSDARG00000088885
ENSDARG00000088927
ENSDARG00000089042
ENSDARG00000089094
ENSDARG00000089243
ENSDARG00000089307
ENSDARG00000089441
ENSDARG00000089875
ENSDARG00000089878
ENSDARG00000089940
ENSDARG00000090063
ENSDARG00000090099
ENSDARG00000090228
ENSDARG00000090366
ENSDARG00000090462
ENSDARG00000090975
ENSDARG00000091003
ENSDARG00000091079
ENSDARG00000091111
ENSDARG00000091287
ENSDARG00000091481
ENSDARG00000091628
ENSDARG00000091728
ENSDARG00000091906
ENSDARG00000092000
ENSDARG00000092033
ENSDARG00000092035
ENSDARG00000092155
ENSDARG00000092170
ENSDARG00000092225
ENSDARG00000092337
ENSDARG00000092373
ENSDARG00000092660
ENSDARG00000092825
ENSDARG00000092947
ENSDARG00000092950
ENSDARG00000093019
ENSDARG00000093129
ENSDARG00000093188
ENSDARG00000093284
ENSDARG00000093317
ENSDARG00000093378
ENSDARG00000093456
ENSDARG00000093494
ENSDARG00000093535
ENSDARG00000093584
ENSDARG00000093612
ENSDARG00000093688
ENSDARG00000093696
ENSDARG00000093713
ENSDARG00000093760
ENSDARG00000093768
ENSDARG00000093787
ENSDARG00000094041
ENSDARG00000094097
ENSDARG00000094160
ENSDARG00000094332
ENSDARG00000094558
ENSDARG00000094673
ENSDARG00000094729
ENSDARG00000094887
ENSDARG00000094965
ENSDARG00000095126
ENSDARG00000095147
ENSDARG00000095283
ENSDARG00000095328
ENSDARG00000095427
ENSDARG00000095451
ENSDARG00000095635
ENSDARG00000095708
ENSDARG00000095844
ENSDARG00000095863
ENSDARG00000095888
ENSDARG00000095908
ENSDARG00000096120
ENSDARG00000096210
ENSDARG00000096266
ENSDARG00000096270
ENSDARG00000096359
ENSDARG00000096457
ENSDARG00000096533
ENSDARG00000096594
ENSDARG00000096668
ENSDARG00000096778
ENSDARG00000096834
ENSDARG00000096888
ENSDARG00000096901
ENSDARG00000096978
ENSDARG00000097006
ENSDARG00000097055
ENSDARG00000097111
ENSDARG00000097134
ENSDARG00000097145
ENSDARG00000097180
ENSDARG00000097214
ENSDARG00000097244
ENSDARG00000097441
ENSDARG00000097452
ENSDARG00000097467
ENSDARG00000097595
ENSDARG00000097620
ENSDARG00000097737
ENSDARG00000097776
ENSDARG00000097810
ENSDARG00000097815
ENSDARG00000097853
ENSDARG00000097873
ENSDARG00000098153
ENSDARG00000098191
ENSDARG00000098196
ENSDARG00000098221
ENSDARG00000098224
ENSDARG00000098603
ENSDARG00000098608
ENSDARG00000098613
ENSDARG00000098646
ENSDARG00000098758
ENSDARG00000098954
ENSDARG00000098986
ENSDARG00000098999
ENSDARG00000099099
ENSDARG00000099121
ENSDARG00000099195
ENSDARG00000099245
ENSDARG00000099284
ENSDARG00000099609
ENSDARG00000099614
ENSDARG00000099637
ENSDARG00000099724
ENSDARG00000099831
ENSDARG00000099920
ENSDARG00000099985
ENSDARG00000100056
ENSDARG00000100095
ENSDARG00000100223
ENSDARG00000100259
ENSDARG00000100294
ENSDARG00000100366
ENSDARG00000100407
ENSDARG00000100479
ENSDARG00000100483
ENSDARG00000100531
ENSDARG00000100564
ENSDARG00000100573
ENSDARG00000100582
