Gene_ID,Name,s_cas13d_alfa_alone_4h_1.CPM,s_cas13d_alfa_alone_4h_2.CPM,s_cas13d_alfa_alone_4h_3.CPM,s_cas13d_alfa_g2_4h_1.CPM,s_cas13d_alfa_g2_4h_2.CPM,s_cas13d_alfa_g2_4h_3.CPM,s_cas13d_alfa_g7_4h_1.CPM,s_cas13d_alfa_g7_4h_2.CPM,s_cas13d_alfa_g7_4h_3.CPM,s_cth1_5beta_oe_4h_1.CPM,s_cth1_5beta_oe_4h_2.CPM,s_cth1_5beta_oe_4h_3.CPM,s_cth1_full_oe_4h_1.CPM,s_cth1_full_oe_4h_2.CPM,s_cth1_full_oe_4h_3.CPM,s_cth1_orf_oe_4h_1.CPM,s_cth1_orf_oe_4h_2.CPM,s_cth1_orf_oe_4h_3.CPM,s_gfp_oe_4h_1.CPM,s_gfp_oe_4h_2.CPM,s_gfp_oe_4h_3.CPM,s_cas13d_alfa_alone_4h_1.TPM,s_cas13d_alfa_alone_4h_2.TPM,s_cas13d_alfa_alone_4h_3.TPM,s_cas13d_alfa_g2_4h_1.TPM,s_cas13d_alfa_g2_4h_2.TPM,s_cas13d_alfa_g2_4h_3.TPM,s_cas13d_alfa_g7_4h_1.TPM,s_cas13d_alfa_g7_4h_2.TPM,s_cas13d_alfa_g7_4h_3.TPM,s_cth1_5beta_oe_4h_1.TPM,s_cth1_5beta_oe_4h_2.TPM,s_cth1_5beta_oe_4h_3.TPM,s_cth1_full_oe_4h_1.TPM,s_cth1_full_oe_4h_2.TPM,s_cth1_full_oe_4h_3.TPM,s_cth1_orf_oe_4h_1.TPM,s_cth1_orf_oe_4h_2.TPM,s_cth1_orf_oe_4h_3.TPM,s_gfp_oe_4h_1.TPM,s_gfp_oe_4h_2.TPM,s_gfp_oe_4h_3.TPM,s_cas13d_alfa_g2_4h_VS_s_cas13d_alfa_alone_4h.logFC,s_cas13d_alfa_g2_4h_VS_s_cas13d_alfa_alone_4h.logCPM,s_cas13d_alfa_g2_4h_VS_s_cas13d_alfa_alone_4h.F,s_cas13d_alfa_g2_4h_VS_s_cas13d_alfa_alone_4h.PValue,s_cas13d_alfa_g2_4h_VS_s_cas13d_alfa_alone_4h.padj,s_cas13d_alfa_g7_4h_VS_s_cas13d_alfa_alone_4h.logFC,s_cas13d_alfa_g7_4h_VS_s_cas13d_alfa_alone_4h.logCPM,s_cas13d_alfa_g7_4h_VS_s_cas13d_alfa_alone_4h.F,s_cas13d_alfa_g7_4h_VS_s_cas13d_alfa_alone_4h.PValue,s_cas13d_alfa_g7_4h_VS_s_cas13d_alfa_alone_4h.padj,s_cth1_5beta_oe_4h_VS_s_gfp_oe_4h.logFC,s_cth1_5beta_oe_4h_VS_s_gfp_oe_4h.logCPM,s_cth1_5beta_oe_4h_VS_s_gfp_oe_4h.F,s_cth1_5beta_oe_4h_VS_s_gfp_oe_4h.PValue,s_cth1_5beta_oe_4h_VS_s_gfp_oe_4h.padj,s_cth1_full_oe_4h_VS_s_gfp_oe_4h.logFC,s_cth1_full_oe_4h_VS_s_gfp_oe_4h.logCPM,s_cth1_full_oe_4h_VS_s_gfp_oe_4h.F,s_cth1_full_oe_4h_VS_s_gfp_oe_4h.PValue,s_cth1_full_oe_4h_VS_s_gfp_oe_4h.padj,s_cth1_orf_oe_4h_VS_s_gfp_oe_4h.logFC,s_cth1_orf_oe_4h_VS_s_gfp_oe_4h.logCPM,s_cth1_orf_oe_4h_VS_s_gfp_oe_4h.F,s_cth1_orf_oe_4h_VS_s_gfp_oe_4h.PValue,s_cth1_orf_oe_4h_VS_s_gfp_oe_4h.padj
ENSDARG00000013659,brox,29.5619430068594,25.9035677370262,24.6309665685662,20.9956823474646,22.6037933997492,20.9571595284491,26.4225144443338,24.7517181622525,27.7243384277534,27.7035716802045,24.2814986522664,21.2380497546328,26.2124444686457,26.5665570521107,21.232604169927,20.1441136506092,26.2732054462638,28.6175492915018,27.8268101438403,27.175618002962,28.6919084572727,30.89,27.54,27.39,20.52,23.66,19.19,26.26,23.78,29.28,24.36,21.16,17.05,22.2,21.49,15.48,17.57,22.22,23,24.16,23.45,25.83,-0.309336906476171,4.67026346365149,6.01083809296318,0.0229641369238975,0.064160301710774,-0.0214329859849975,4.67026346365149,0.0302049167671192,0.863674680020751,0.958539224804543,-0.193488718082349,4.67026346365149,2.25344091082608,0.148063549573306,0.563563481700267,-0.176935895445562,4.67026346365149,1.89419001902668,0.183092523465221,0.491376541066298,-0.169466572186469,4.67026346365149,1.7441374798795,0.200693506594103,0.520807119593333
ENSDARG00000013667,tbck,39.3291047932667,38.6694408323071,37.3159143513778,23.1996490027233,24.0092106059512,22.6083296731147,32.385117261418,38.1061335428166,32.0952926843812,42.079479146689,50.5587369197877,44.098450532189,44.7736889302272,45.1955452288957,44.6509175926406,50.6937959419303,44.3360341905701,55.3768161614776,45.8720749037853,41.7293849903303,49.5364573364878,26.61,26.66,25.47,16.18,15.46,14.82,21.67,26.09,22.04,24.7,29.96,25.25,26.63,25.54,20.67,28.95,25.88,33.12,26.43,23.63,29.62,-0.722793487185706,5.33602863646185,47.6836858721927,0.000000759068032283338,0.0000118600599824987,-0.16744222721943,5.33602863646185,2.77191910703522,0.110639790526222,0.263970554218227,-0.00671444493108948,5.33602863646185,0.00452866362389136,0.946977122902615,0.988929557688052,-0.0272731461319962,5.33602863646185,0.0746590858416301,0.787313881000536,0.91889613113788,0.127698089482287,5.33602863646185,1.66891564812375,0.210308179093503,0.531887297752379
ENSDARG00000013670,hyou1,598.010758975764,625.279900637787,615.281544882784,481.624713296535,518.716067189063,579.433707689604,581.996800459706,530.492638565858,554.861421777065,306.686025951669,294.371593250079,297.18521010823,307.464889172763,306.001379703885,311.931934790545,346.718883297571,362.48813139142,359.205992080994,331.392011713008,304.598751549787,342.586291579572,317.02,320.92,321.16,239.79,237.57,273.99,284.01,265.7,286.41,129.68,127.34,124.21,138.32,131.74,103.08,143.86,156.68,156.98,143.03,125.96,171.66,-0.219031116028816,8.73833785677444,11.4076802314102,0.00281610676911515,0.0115342733386708,-0.141051765381638,8.73833785677444,4.73853712376832,0.0409331959259193,0.132041752928212,-0.123442947454593,8.73833785677444,3.48948722027826,0.075642347642443,0.428372504019459,-0.0805379845308088,8.73833785677444,1.48762291171577,0.235979189325536,0.554092172239737,0.126672476481098,8.73833785677444,3.69854440304668,0.0679924145846072,0.302666574230628
ENSDARG00000013681,si:dkey-42i9.6,63.2912083759193,69.7785102198362,73.646590040013,72.0349101534558,67.6942620987307,62.10940005704,70.1482684362844,67.2325739849091,66.8131579227391,93.4433985321492,78.9980264371682,83.7723073654962,84.4465778557449,86.6652928224344,103.196701149425,85.7792389227926,84.4300404184622,85.6668196323529,94.273859820647,93.1183498395333,89.7541751740324,61.72,66.8,68.58,68.41,59.6,56.29,65.42,65.43,62.17,75.82,64.79,65.92,64.8,68.08,65.02,66.18,70.25,69.69,76.21,73.34,74.16,-0.0341893272849078,6.32140078002492,0.149468179970383,0.702896660576506,0.834222843167118,-0.0180826572326391,6.32140078002492,0.0418959315684297,0.839770313452575,0.944335262159896,-0.111806932979949,6.32140078002492,1.62686119343661,0.215935300084192,0.651887378306223,-0.0147310146193026,6.32140078002492,0.0284649782711034,0.867619350919949,0.951639264290395,-0.11466127077423,6.32140078002492,1.71415415697925,0.204458358935484,0.525231658876413
ENSDARG00000013694,stimate,149.893376215397,148.604678070308,149.386812238354,114.954260808494,97.2080234289732,106.30995469886,114.926246454779,124.909833516484,137.872385694774,119.799228887371,153.173015470804,135.245080729155,122.844266780085,137.20654770206,94.9222304067325,136.206225412397,139.576403933276,139.928666340915,118.55907594618,119.521201453786,127.27436315662,157.05,154.42,156.97,110.1,85.58,99.61,114.53,128.8,142.06,101.43,134.34,113.38,108.86,112.31,61.86,111.69,119.8,125.15,101.35,97.74,114.11,-0.491834527071287,7.00282904638046,21.0971089177808,0.000154011068578619,0.0010355643518186,-0.246217722288722,7.00282904638046,5.36540790415336,0.0306281636360873,0.106864769341482,0.158332490909142,7.00282904638046,2.14637607784083,0.157578266285582,0.578364591301339,-0.0424775376268749,7.00282904638046,0.152941687264221,0.699641856109481,0.874246108192781,0.185312143413991,7.00282904638046,2.94894532978604,0.100506342199454,0.374026541491359
ENSDARG00000013704,cers2a,36.0733841977976,39.4130839252361,39.1632368440203,45.9353050253921,42.9823428896785,42.6763975852054,46.8824260715834,42.8262286342229,42.8353517149524,23.3608496330373,22.4520706716162,23.155373690815,21.5367111309953,21.0588561998439,19.0468949171404,26.414135780269,26.8205638930609,29.3608622601123,22.0928007808672,18.0312157365625,21.0897788660295,35.31,38.62,37.35,42.05,38.22,38.25,43.03,39.91,39.85,17.28,18.28,19.99,18.82,17.65,10.84,21.41,22.81,24.41,16.55,14.37,17.99,0.198681680313354,4.98297334022697,5.28891910471942,0.0317136432370522,0.083220461937042,0.20889191670598,4.98297334022697,5.85992929372299,0.0245415599075717,0.0912932061347113,0.177704929242014,4.98297334022697,3.01702834334264,0.0969016441979143,0.472666695439267,0.0161664864046513,4.98297334022697,0.0243004358909223,0.877597509554225,0.954625368221537,0.432249605691171,4.98297334022697,18.7436715823795,0.000290013084784363,0.0103868384954619
ENSDARG00000013705,ccm2,121.503492622907,127.906611983785,118.228639529118,107.878367862663,114.658620405982,96.4029338308657,103.702523504974,108.331938561301,109.273856415695,114.108765515221,105.108953070085,113.417085148005,111.08408899145,121.655392354483,121.775229798111,124.199800057729,117.408386837991,120.974185641349,110.801298572746,102.906724096524,103.364439442226,124.14,125.9,117.74,107.9,105.98,92.38,101.12,104.64,108.73,93.19,84.47,91.99,90.61,104.24,84.74,103.21,99.23,105.52,98.62,86.17,91.61,-0.204420333998866,6.82428387567322,7.88088137832648,0.010493715392792,0.0338365700651036,-0.194400092886411,6.82428387567322,7.13467050799618,0.0142236493561839,0.0606651406879982,0.0708333513812032,6.82428387567322,0.911853572679451,0.350383888507171,0.768120482118704,0.161657718328874,6.82428387567322,4.77656998461889,0.0402066645872189,0.242268884208728,0.194702985134073,6.82428387567322,6.94947423662057,0.0153641018169722,0.129300786053027
ENSDARG00000013708,usp9,301.089040668982,282.088613251061,262.935568119444,180.725265731214,168.064474241659,183.787938410096,219.330252644116,199.740609355852,234.657801377246,212.044635130646,224.687018350767,225.654278642974,245.83022244919,238.127066259773,152.219037247638,209.712229528196,248.227055622513,272.424202995725,218.566945129801,191.903653196272,218.254688264724,57.64,55.52,51.48,33.88,29.37,34.09,41.87,38.26,45.51,34.02,36.94,35.7,39.08,37.47,20.03,33.21,41.22,45.13,34.59,30.09,36.89,-0.667814365015041,7.80453186396621,27.7412896702028,0.0000310400341372754,0.000270513897506355,-0.372257594483312,7.80453186396621,8.74111054756843,0.00748159069924294,0.0366418087102791,0.075631147941269,7.80453186396621,0.351876767123851,0.559327421536185,0.884372967201551,0.0179787242616198,7.80453186396621,0.0198576026675153,0.889265676429772,0.958164068009743,0.214856578857312,7.80453186396621,2.85202622846024,0.105912471322416,0.383706452109638
ENSDARG00000013711,zgc:77486,0.130228823818764,0.247881030976328,0.492619331371324,0.347994735040849,0.468472402067341,0.127013088051206,0.116913780727141,0.575621352610523,0.749306443993336,4.19297301105798,2.16205124985934,2.94972913258789,4.10897778157148,2.26787682152165,4.37141850557321,2.80149924942247,2.32627339888794,1.67245417937348,3.87888868671714,3.47744874919419,3.310604821993,0.18,0.34,0.51,0.63,0.61,0.17,0,0.64,0.7,3.36,1.98,2.85,4.44,2.24,3.53,2.86,2.29,1.53,3.71,3.54,3.42,0.117230750188286,1.07834142251677,0.0223556540039254,0.882506414638879,0.962985401115755,0.666686998441456,1.07834142251677,0.864337882812231,0.362612455052881,0.576380746014242,-0.17213016352082,1.07834142251677,0.354199046510528,0.557815540090117,0.883701870611797,0.033524280533504,1.07834142251677,0.0143806579669592,0.905634884289799,0.965522252946452,-0.59910533860066,1.07834142251677,3.82057544547797,0.0634457534393642,0.29226130079476
ENSDARG00000013719,gtse1,27.9991971210342,29.7457237171593,25.7393600641517,66.814989127843,70.9735689132021,72.7784994533413,64.4194931806545,69.8804322069175,62.9417412954402,22.3126063802728,19.2921496141295,21.0905632980034,20.8282666858968,25.5946098428872,25.2917784965307,22.2785892692167,18.3365079677049,21.3702478475501,28.1641048122505,25.7588796236607,25.0134586550582,30.26,27.54,20.56,52.59,54.19,54.49,47.65,58.89,50.78,17.86,13.96,14.76,14.25,16.05,12.85,13.96,12.43,15.77,20.13,17.2,20.33,1.33397520500426,5.21697200234694,193.819526864925,0.00000000000387279222346451,0.000000000523728375943861,1.24044497931746,5.21697200234694,166.834686807052,0.0000000000161646072409866,0.00000000319957123922967,-0.325278695254565,5.21697200234694,8.60071189446153,0.00789977419017445,0.134116620910462,-0.137288274119656,5.21697200234694,1.5872311213777,0.221413183826287,0.53893903131452,-0.345978217464765,5.21697200234694,9.75932568643223,0.00509050552632354,0.0671048404970061
ENSDARG00000013726,ap4b1,4.16732236220045,2.7266913407396,3.44833531959927,3.24795086038126,4.21625161860607,2.54026176102413,2.45518939526995,2.30248541044209,2.12303492464778,3.44422783051191,3.49254432669586,2.94972913258789,3.40053333647295,2.26787682152165,3.74693014763418,4.80257014186708,4.37886757437729,4.0882213273574,2.5297100130764,2.83347675860267,2.82014484836441,3.81,2.41,2.63,2.41,3.3,2.11,2,1.68,1.59,2.58,2.77,2.24,2.13,1.05,2.02,3.22,3.3,2.76,1.91,1.96,2.29,-0.0358602036827662,1.80505649988585,0.0269842333703577,0.871077081106378,0.955298250231806,-0.578127068292653,1.80505649988585,5.99570052633251,0.0231272151947631,0.0872316962635847,0.259338762049617,1.80505649988585,1.09620621541071,0.306901903537574,0.736705456892719,0.200227947351582,1.80505649988585,0.644363424487279,0.431050960012757,0.724258919688863,0.69517618645246,1.80505649988585,9.12300858437479,0.00646863147182263,0.076815610823983
ENSDARG00000013729,srsf6a,447.336009817454,446.309796272878,468.111519635601,404.137885627439,451.021805090332,440.862428625738,435.737660770053,435.054618303034,390.388657320528,605.43535298955,611.195257171775,638.46887074865,676.706133958117,660.762111070486,634.636293755539,660.219989780561,631.377968380526,668.424187022936,618.429774530076,612.932540645006,598.115937840068,544.5,535.39,564.15,477.58,492.1,503.92,501.77,534.83,481.96,615.39,646.83,638.22,702.24,685.45,518.91,664.59,663.6,715,619.97,623.47,660.24,-0.0714415517800263,9.10163028569272,1.46899364545263,0.238837839505437,0.397503022365666,-0.110599397057834,9.10163028569272,3.51903967560789,0.0745030176023745,0.200916079960194,0.0201769909977513,9.10163028569272,0.117856063432818,0.73475199313839,0.941440375427749,0.10842681926844,9.10163028569272,3.40705443724515,0.0789281134713217,0.336445844273669,0.099394400922596,9.10163028569272,2.86312728910151,0.105276276535079,0.382880731451338
ENSDARG00000013730,slc4a4a,2.47434765255652,2.10698876329879,2.21678699117096,2.08796841024509,2.92795251292088,3.17532720128016,2.68901695672423,2.64785822200841,3.99630103463112,8.08644794989752,8.14927009562367,6.78437700495216,8.07626667412326,6.9656216661022,5.152028952997,4.26895123721519,5.19990524457303,3.71656484305219,7.42048270502409,5.79574791532365,10.0544294593861,1.14,0.81,0.97,0.91,0.8,1,1.41,1.55,1.42,2.57,3.75,1.97,2.2,1.93,0.58,1.21,1.41,1.68,5.52,1.67,3.86,0.26269389136649,2.35242937932354,0.731276265496919,0.402036191271298,0.571262838086309,0.447724175282833,2.35242937932354,2.25179302649398,0.148214662425653,0.323867308743727,-0.0279253844684357,2.35242937932354,0.0181740099661144,0.894033707167812,0.978574016764968,-0.206561573031296,2.35242937932354,0.95122027605889,0.340413069476437,0.650138097456056,-0.808744570220604,2.35242937932354,12.4461583017243,0.00197590003264432,0.0363860994370678
ENSDARG00000013732,vta1,122.545323213457,120.470181054495,125.864239165373,115.650250278576,123.793832246295,109.48528190014,108.729816076241,109.022684184433,97.4098377191336,144.6575688815,144.025875567553,152.058536784906,145.514489023238,162.477175141872,149.877205905367,157.284172146147,149.565695587324,165.20130727367,142.338350069098,143.219370707553,138.43232755667,170.38,166.61,175.35,159.78,158.71,147.34,146.72,152.28,136.97,170.45,171.14,171.11,172.5,191.14,143.35,181.89,182.85,201.66,164.94,166,170.73,-0.0799041368532895,7.07422684535596,1.28935563680534,0.268839292867837,0.432674873008901,-0.226646638515355,7.07422684535596,10.2984336240724,0.00417734374278772,0.0231800464425578,0.0562673412753345,7.07422684535596,0.639947419791556,0.432601389493059,0.824516361485203,0.110629084422622,7.07422684535596,2.48101741049191,0.130031289563566,0.418334872720193,0.15407561428273,7.07422684535596,4.82424288506885,0.0393164840544216,0.223968026956558
ENSDARG00000013734,polr3glb,0,0.371821546464492,0.123154832842831,0.695989470081698,0.468472402067341,0.381039264153619,0.116913780727141,0.345372811566314,0.499537629328891,7.33770276935146,8.81451663404193,8.55421448450489,8.07626667412326,11.3393841076082,13.4264996956891,7.3372599389636,8.07353709025813,8.73392738117264,12.1426080627667,10.6899350438192,7.35689960442889,0,1.14,0.24,1.35,0.64,0.71,0.22,0.68,1.2,10.7,12.88,13.09,10.98,15.31,17.25,13.04,13.22,13.51,16.47,18.4,12.28,1.5391207968265,2.43463873627099,3.17408607428188,0.0878467435997679,0.187490049911505,0.855709709783355,2.43463873627099,0.794199048800914,0.381938109592467,0.595336161086748,-0.268412325318218,2.43463873627099,1.61752433550939,0.215977327796444,0.651887378306223,0.13495004419917,2.43463873627099,0.453542446180424,0.507278997443468,0.769750980160154,-0.309037797916739,2.43463873627099,2.14668279310199,0.15623416224011,0.460806981840563
ENSDARG00000013741,lancl1,5.46961060038809,5.70126371245554,6.03458680929872,5.6839140056672,6.20725932739227,6.09662822645791,6.07951659781131,6.10158633767155,6.11933595927891,11.5306757804094,14.6354238452017,15.338591489457,14.0272000129509,12.7973049214436,15.7683310379605,14.5411151517642,13.2734423348312,11.5213510134618,13.8290814048176,16.8720661534977,11.1579644000505,6.94,5.28,6.5,6.42,7.55,6.77,6.05,6.94,8.08,12.84,15.27,15.26,16.18,11.82,11.36,13.67,12.16,12.35,11.98,15.48,11.34,0.0623197656958062,3.391875468247,0.108588221543711,0.744990694727967,0.865102452305694,0.087713277376135,3.391875468247,0.217239954164294,0.645904255708507,0.813643303565353,-0.0113336847242987,3.391875468247,0.00578488172733135,0.940085802336882,0.986958681095463,0.0280292912219974,3.391875468247,0.0358052747295197,0.851717979215824,0.944844466582071,-0.0752886972844343,3.391875468247,0.254509306498655,0.619120901539399,0.845876111669851
ENSDARG00000013749,slc25a55b,2.21389000491899,1.61122670134613,2.58625148969945,2.55196139029956,1.87388960826936,2.28623558492172,3.03975829890566,1.38149124626526,1.87326610998334,2.54573361385663,2.49467451906847,2.8022426759585,2.69208889137442,1.6199120153726,2.49795343175612,4.00214178488924,3.28415068078297,1.67245417937348,3.03565201569167,2.06071036989285,1.96183989451437,2.95,2.27,3.47,2.91,2.01,2.05,3.87,1.79,2.14,2.86,2.41,2.57,2.68,1.71,2.05,4.3,3.31,1.78,2.77,2.26,2.12,0.0656406947823755,1.40539397929769,0.0417171663692306,0.840111626815639,0.933741752150838,-0.0254626479156493,1.40539397929769,0.00612783336265736,0.938340509563482,1,0.189745423113516,1.40539397929769,0.330583009563912,0.571379675517433,0.888708591496766,-0.00261725886951328,1.40539397929769,0.0000579960391751169,0.993995103870126,0.998226426638222,0.434853588493635,1.40539397929769,1.90717526891759,0.181690165765593,0.497159699132389
ENSDARG00000013750,eno1b,1.4325170620064,0.371821546464492,1.23154832842831,1.27598069514978,1.52253530671886,1.77818323271689,1.40296536872569,1.03611843469894,0.749306443993336,1.34774132498292,0.665246538418259,1.47486456629395,0.991822223137943,0.323982403074521,2.96631970021039,2.00107089244462,1.3683961169929,2.41576714798392,0.674589336820372,1.03035518494643,0.858304953850037,1.89,0.49,1.29,1.81,1.73,1.75,1.61,0.91,0.95,1.33,0.83,1.28,1.56,0.18,1.64,2.35,1.54,2.7,0.74,1.12,0.85,0.586200477083325,0.623375393601069,1.4228000165631,0.246290246670657,0.406134247821149,0.0865129816192177,0.623375393601069,0.0265650303676678,0.872091432403572,0.963551084667899,0.434460556142644,0.623375393601069,0.556355560951856,0.464027801990694,0.83910134061418,0.703758870509668,0.623375393601069,1.60099147061417,0.219668181734259,0.53652409732169,1.10253158391615,0.623375393601069,4.52394029986347,0.0454817794502726,0.243256963599191
ENSDARG00000013755,actn3a,0.130228823818764,0,0.123154832842831,0.231996490027233,0,0,0,0,0,8.53569505822516,6.65246538418259,8.55421448450489,5.66755556078825,11.3393841076082,6.86937193732933,5.33618904651898,5.61042407967091,9.29141210763046,3.87888868671714,7.21248629462499,6.74382463739315,0.09,0,0.08,0.08,0,0,0,0,0,3.95,3.19,4.12,2.58,6.04,2.9,2.45,2.47,4.73,1.91,2.82,3.28,-0.0572384978781629,2.03196015140328,0.00120017223009212,0.972625507343144,1,-2.57469155494167,2.03196015140328,1.51807684823146,0.228808696386235,0.431251619165106,0.382205855617387,2.03196015140328,2.05043547882598,0.163936244489956,0.586988848720789,0.367992201958714,2.03196015140328,1.89584330174643,0.18014803979689,0.487912794292849,0.101394587941401,2.03196015140328,0.134867257482056,0.716375361512976,0.894371690891688
ENSDARG00000013763,rrbp1a,242.746527598176,209.459471174997,214.782028477897,255.196139029956,266.209442474766,279.047754448501,273.578246901509,233.356896348306,248.769739405787,112.461526118019,113.424534800313,108.107572709346,115.051377884001,118.901541928349,82.1202190689824,96.8518311943195,122.334612859166,111.311117049413,156.842020810736,158.030726491158,163.323171218321,104.01,89.71,91.97,117.75,115.6,121.11,142.84,134.79,116.96,41.28,45.19,37.57,50.71,44.21,29.76,38.81,55.99,55.84,61.89,58.57,77.81,0.263194148377959,7.45962970748194,6.37627113381771,0.0195934693512557,0.0565479984230624,0.180329391552544,7.45962970748194,2.99021471781552,0.0983027783732823,0.242846564463257,-0.518254686855287,7.45962970748194,22.622069133194,0.000104255123590946,0.00956403581152728,-0.597242944298604,7.45962970748194,29.8908701702094,0.0000194112991961519,0.00360790950955117,-0.533750540378664,7.45962970748194,24.0079221936029,0.0000740406993270921,0.00439557517304184
ENSDARG00000013771,ctss2.2,1.30228823818764,0.867583608417147,0.492619331371324,3.36394910539488,1.9910077087862,1.52415705661448,2.10444805308853,1.15124270522105,1.74838170265112,1.79698843331056,0.997869807627388,1.47486456629395,1.84195555725618,2.42986802305891,2.81019761072563,1.46745198779272,2.46311301058723,2.41576714798392,2.02376801046112,1.54553277741964,2.32968487473581,1.27,1.2,0.99,4.1,1.48,0.55,3.5,2,0.98,2.21,1.47,4.13,3.32,2.77,3.04,1.95,3.06,5.95,2.82,2.47,2.28,1.3778069892604,1.05320074601355,12.6156058196733,0.00188052500195211,0.00827715928889528,0.905837519911609,1.05320074601355,4.72243989589166,0.0413270860161209,0.132794015411862,-0.448703773001276,1.05320074601355,1.32889234241513,0.261920600141487,0.69936143905013,0.250641952717257,1.05320074601355,0.521868873250939,0.477992126449234,0.754732006805146,0.081702456390866,1.05320074601355,0.053163510615464,0.819872475017946,0.937275258928521
ENSDARG00000013776,thop1,252.90437585604,269.570621186756,266.753367937572,272.131882801944,274.407709510945,276.126453423323,268.667868110969,272.729396866866,253.515346884412,216.087859105595,248.968517003033,234.945925410626,232.228089103299,224.033831726031,320.050283443753,310.566202507405,255.479555042575,303.457519435211,221.602597145492,230.284383835526,248.540591636289,234.11,256.24,246.96,252.04,238.6,244.77,248.01,256.6,242.07,170.21,198.18,179.75,180.33,179.19,198.68,233.05,206.18,243.84,173.03,177.43,202.67,0.0597720534825747,8.02212625578436,0.343397390993359,0.564061060312575,0.719409749992987,0.0103908442355021,8.02212625578436,0.0103701524445627,0.919845352496249,0.992413648651086,-0.00191503091470901,8.02212625578436,0.000343837361959283,0.985379172831575,0.996407107798273,0.147484081458061,8.02212625578436,2.04890507433782,0.166891005773737,0.469525534608027,0.310725330712128,8.02212625578436,9.12864180534286,0.00644950133517301,0.076815610823983
ENSDARG00000013777,ppp1r13l,29.5619430068594,27.3908539228842,26.1088245626802,33.7554892989624,43.0994609901954,41.7873059688469,40.8029094737721,37.0700151081177,41.4616232342979,28.0030697524229,35.5906898053768,33.3319391982432,37.5475555902221,37.4199675551072,40.9039874450064,33.2177768145807,29.1468372919489,36.0506789776062,44.1856015617344,45.2068337395245,43.7735526463519,16.9,15.73,14.95,18.79,22.89,22.37,22.96,21.52,23.45,13.2,17.37,15.17,17.89,17.03,15.49,15.62,14.47,17.61,20.88,20.66,21.69,0.513909422822196,5.19841359399587,22.0367996637082,0.000120890879129232,0.000844728383474502,0.522643495387038,5.19841359399587,22.8464974963799,0.0000985621112070904,0.00110202696971178,-0.460279259677725,5.19841359399587,17.3913819859573,0.00042501183913178,0.0227548147455981,-0.200995577391971,5.19841359399587,3.44946824776216,0.0772176105092384,0.3331318974425,-0.442296199446454,5.19841359399587,16.177109216043,0.000606694869599253,0.0167852247255793
ENSDARG00000013784,zgc:77158,14.325170620064,15.864385982485,11.0839349558548,20.2996928773829,19.4416046857946,17.5278061510665,20.2260840657953,20.4921201529346,20.730811617149,17.2211391525595,17.961656537293,16.5184831424922,16.1525333482465,17.4950497660241,15.7683310379605,16.2753765918829,16.1470741805163,17.2820265201927,20.5749747730213,17.9024213384442,19.4957839517365,12.6,14.23,11.17,16.12,14.08,13.97,16.79,16.8,19.47,11.81,12.07,10.43,12.36,11.41,7.4,10.25,12.12,10.71,12,11.42,14.52,0.474710127928035,4.15772375041423,16.2833218202276,0.000587828580560651,0.00314719008302216,0.574341556266248,4.15772375041423,24.2806807688896,0.0000693172266165849,0.000820044746556838,-0.162129062521825,4.15772375041423,1.84199619624817,0.188989952480156,0.620068129660127,-0.227056839463501,4.15772375041423,3.57403504642138,0.0724356368736169,0.323179134140053,-0.221290363307942,4.15772375041423,3.41854228210478,0.0784611050273833,0.326563904103094
ENSDARG00000013794,klf11b,1.4325170620064,1.3633456703698,1.84732249264247,3.47994735040849,4.91896022170708,2.54026176102413,5.61186147490275,3.79910092722945,5.12026070062113,9.73368734709887,11.1428795185058,10.1765655074282,10.3432888984386,9.39548968916111,7.96222656372263,10.1387591883861,9.9892916540482,9.10558386547785,9.27560338128011,9.27319666451784,10.9127344132362,1.59,1.66,1.79,3.77,4.65,2.64,5.27,3.81,5.05,9.18,9.69,9.76,8.94,7.68,5.54,8.9,9.4,8.25,9.04,8.41,10.7,1.23469436975896,2.83254875576386,19.3379946156367,0.000246714910027657,0.00153336640000153,1.63045630570256,2.83254875576386,37.8648153807377,0.00000402478877609903,0.0000777547555796374,0.0663375575097396,2.83254875576386,0.154922058527217,0.697808944505407,0.931424239314526,-0.0915388785760762,2.83254875576386,0.284732885150267,0.59917059694097,0.822398211060722,-0.0108883100521847,2.83254875576386,0.00414572123012445,0.949265588637977,0.98306782301748
ENSDARG00000013795,hps4,17.0599759202581,18.5910773232246,18.1037604278962,31.8995173787445,26.0002183147374,24.005473641678,23.6165837068824,25.5575880559072,24.7271126517801,13.0281661415016,11.9744376915287,11.5039436170928,11.7601777886356,9.71947209223563,5.152028952997,10.8057828192009,11.2208481593418,10.0347250762409,13.4917867364074,11.2051126362924,10.4222744396076,14.81,15.77,15.61,27.7,20.5,19.84,20.02,21.8,21.06,9.44,8.2,7.88,7.83,6.81,3.18,7.29,8.07,7.57,9.28,8.34,7.99,0.608727211921698,4.06448956655253,16.1258937411958,0.000616104028055724,0.00326845582959423,0.458287486919856,4.06448956655253,8.95611438401989,0.00688849705058228,0.0342720752402424,0.0705127482895458,4.06448956655253,0.138834600894282,0.713141094967379,0.935648776972566,-0.374082653109788,4.06448956655253,3.51992072525071,0.0744704474673019,0.327417280456954,-0.110697325620193,4.06448956655253,0.331388592733384,0.570902690813717,0.81752712408766
